BEST_PARENT,parcels,source,addr
F P PROPERTY OWNERS' ASSOCIATION,1,name_only,5115 MARYLAND WAY BRENTWOOD TN 37027
F&M FOUR SEASONS LLC,1,name_only,128 BEACON ST UNIT K BOSTON MA 02116
FA RICHTER LLC,1,name_only,419B 35TH AVE N
FAAST LEASING TENNESSEE LLC,1,name_only,PO BOX 3247 GLENDALE CA 91221
FAB ASSOCIATES LLC,1,name_only,PO BOX 177 OCRACOKE NC 27960
3245 GP LLC,1,name_only,904 ALDER DR NASHVILLE TN 37220
FACILITY MANAGEMENT SERVICES LLC,1,name_only,211 DONELSON PIKE M-106 NASHVILLE TN 37214
EXIT-IN ENTERTAINMENT INC,1,name_only,PO BOX 48 NASHVILLE TN 37202
BV ENTERPRISES LLC,1,name_only,1804 WILLIAMSON CT STE 207 C/O JAMES D FOSTER BRENTWOOD TN 37027
EXIT PLAN PROPERTIES LLC,1,name_only,9219 PRESTMOOR PL
EWING SABIN K IRREVOCABLE INVESTMENT SERVICES TRST,1,name_only,204 ACKLEN PARK DR 301 NASHVILLE TN 37203
EVERGREEN-PETER LLC,1,name_only,14161 JUNEAU BLVD ELM GROVE WI 53122
EVERGROW FARM INC,1,name_only,709 SILLS CT NASHVILLE TN 37220
EVERROCK DEVELOPMENT LLC,1,name_only,1313 53RD AVE N NASHVILLE TN 37209
EVERTSEN COMMUNITY PROPERTY TRUST,1,name_only,3600 SYCAMORE LN NASHVILLE TN 37215
BWTM PROPERTIES LLC,1,name_only,873 CHELTENHAM AVE
EVOLVE GROUP LLC & ROBINSON DANIEL,1,name_only,1109 JOSEPH AVE NASHVILLE TN 37207
EVOLVE INNOVATIONS HOLDINGS LLC,1,name_only,309 PATTON DR MOUNT JULIET TN 37122
EWING CAPTIAL GROUP LLC,1,name_only,667 WEDGEWOOD AVE STE C NASHVILLE TN 37203
2421 LPMP LLC,1,name_only,904 ADLER DR NASHVILLE TN 37220
BVT WHITLAND HOUSE LTD,1,name_only,%W K DAVIS NASHV'L CITY BK BD STE 1010 NASHVILLE TN 37201
3237 GP LLC,1,name_only,904 ALDER DR NASHVILLE TN 37220
EWINGDALE PARTNERS GP,1,name_only,1960-J MADISON ST 24-2 CLARKSVILLE TN 37043
EXETER 50 TELEDYNE LLC,1,name_only,100 MATSONFORD RD 5 RADNOR CORP CTR RADNOR PA 19087
EWR PARTNERS LLC,1,name_only,340 21ST AVE N NASHVILLE TN 37203
EXCEL PROPERTIES LLC,1,name_only,230 OHIO ST STE 200 OSHKOSH WI 54902
EXCEL PROPERTIES LLC & OCEAN FRONT PROPERTIES LLC,1,name_only,230 OHIO ST 200
EXCEL REAL ESTATE & DEV CO,1,name_only,102 & 9 ENCHANTED HILLS ESTATE NASHVILLE TN 37218
EXCELSIOR RENTALS LLC,1,name_only,1468 SAN CLEMENTE CIR
EXCHANGE CLUB FAMILY CENTER INC,1,name_only,139 THOMPSON LN NASHVILLE TN 37211
2418 24TH AVE N TOWNHOUSE CORP,1,name_only,2418 24TH AVE N NASHVILLE TN 37208
EXCHANGERIGHT NET LEASED PORTFOLIO 12 LLC,1,name_only,200 S LOS ROBLES AVE STE 210 PASADENA CA 91101
EXECUTIVE PLAZA OF BELLEVUE LLC,1,name_only,7120 NEW HOPE RD FAIRVIEW TN 37062
BVC OAKWOOD COMMONS LLC,1,name_only,162-5 NORTH MAIN ST FLORIDA NY 10921
EXETER 125 FERNCO LLC,1,name_only,100 MATSONFORD RD 5 RADNOR CORP CTR RADNOR PA 19087
FACTORY STREET CORP,1,name_only,2000 ONE NASHVILLE PL NASHVILLE TN 37219
325 54TH AVENUE LLC,1,name_only,5105 ALABAMA AVE NASHVILLE TN 37209
FAGIN COMMUNITY PROPERTY TRUST,1,name_only,3823 WHITLAND AVE NASHVILLE TN 37205
FARRIS WILLIAM & JEAN TENN COMMUNITY PROPERTY TRUST,1,name_only,102 THE COMMONS DR NASHVILLE TN 37215
FAMILY NEST LLC,1,name_only,656 N MOUNT JULIET RD MOUNT JULIET TN 37122
FAMILY VENTURE MANAGEMENT LLC,1,name_only,PO BOX 280854 NASHVILLE TN 37228
FAMILY VENTURE PARTNERS 1 LP,1,name_only,212 NATHAN DR
FAN I REAL ESTATE LLC,1,name_only,404 HERITAGE OAKES DR ANGELTON TX 77505
FANCY DAZE LLC,1,name_only,2931 N INDIAN RIVER DR FORT PIERCE FL 34946
BURTON HILLS INVESTMENTS GENERAL PARTSP,1,name_only,PO BOX 6580 RALEIGH NC 27628
FARIAS PROPERTIES INVESTOR LLC,1,name_only,105 SALAMANCA ST ROHNERT PARK CA 94928
BURTON HILLS HOMEOWNERS ASSN INC,1,name_only,C/O DAVID FLOYD PO BOX 150947 NASHVILLE TN 37215
FARMHOUSE RETREAT REALITY LLC,1,name_only,292 FOSSIL RIDGE
3251 GP LLC,1,name_only,904 ALDER DR NASHVILLE TN 37220
BURTON 2024 COMMUNITY PROPERTY TRUST,1,name_only,621 MT PISGAH CT NASHVILLE TN 37211
FARROW TOWNHOMES HOMEOWNERS ASSOCIATION INC,1,name_only,2008 8TH AVE S NASHVILLE TN 37204
BURTON HILLS IV INVESTMENTS INC,1,name_only,PO BOX 6580 RALEIGH NC 27628
BURTON 1 & 2 LLC,1,name_only,1201 DEMONBREUN ST STE 1400 NASHVILLE TN 37203
FAT BOTTOM BREWING INC,1,name_only,800 44TH AVE N NASHVILLE TN 37209
FAT SUGAR SALT LLC,1,name_only,3457 NORTH KNOLL DR LOS ANGELES CA 90068
BURSTEIN THAKAR INVESTMENT LLC,1,name_only,73 BONNIE BROOK AVE EDISON NJ 08817
2405 ELLIOTT LLC,1,name_only,1415 PLANTATION DR BRENTWOOD TN 37027
FATHERLAND LLC,1,name_only,312 SUNNYSIDE DR
FATHERLAND PROJECT LLC,1,name_only,715 FATHERLAND ST NASHVILLE TN 37206
FATHERLAND STREET TOWNHOUSES OWNERS ASSOCIATION INC,1,name_only,802 FATHERLAD ST B NASHVILLE TN 37218
FATIMAS REALITY GROUP DE LLC,1,name_only,3331 RAINBOW DR STE E 508 RAINBOW CITY AL 35906
FAULKNER & ASSOC PROPERTY HOLDINGS LLC,1,name_only,6210 BRIDLEWOOD LN BRENTWOOD TN 37027
FAULKNER & ASSOCIATES PROPERTY HOLDINGS LLC,1,name_only,PO BOX 4043 BRENTWOOD TN 37024
FAMILY GOLF OF NASHVILLE INC,1,name_only,5204 BLUE HOLE RD ANTIOCH TN 37013
FAMILY 2025 REV COMMUNITY PROPERTY TRUST THE,1,name_only,3919 CROSS CREEK RD UNIT B NASHVILLE TN 37215
BURTON PARTNERSHIP THE,1,name_only,932 ALLEN RD NASHVILLE TN 37214
FAIRYVIEW SPICE LLC,1,name_only,961 NOE ST SAN FRANCISCO CA 94114
FAIR OFFERZ LLC,1,name_only,1120 N CLEVELAND ST ENID OK 73703
FAIRFAX FLATS PARTNERS,1,name_only,104 WOODMONT BLVD STE 203 NASHVILLE TN 37205
FAIRFAX HOLDINGS LLC,1,name_only,230 CHATFIELD WAY
FAIRFIELD MISSIONARY BAPTIST CHURCH INC,1,name_only,1004 S DICKERSON RD GOODLETTSVILLE TN 37072
FAIRLANE HOTEL PARTNERS WC LP,1,name_only,2550 PACIFIC AVE STE 1600 C/O WESTDALE FAIRLANE GP LLC DALLAS TX 75226
FAIRSTED PARTNERS,1,name_only,5250 VIRGINIA WY STE 100 BRENTWOOD TN 37027
FAIRVIEW HOLDINGS LLC,1,name_only,51 BUCK HILL RD
FAIRWAY - GALT LLC,1,name_only,728 SHADES CREEK PKWY 200 BIRMINGHAM AL 35209
FAIRWAY CAPITAL GROUP LLC,1,name_only,416 PLATA CT DANVILLE CA 94526
BURTON HILLS VILLAGE OF RAVENWOOD ASSOC,1,name_only,2200 21ST AVE S STE 200 NASHVILLE TN 37212
FAIRWAY-ASHLAND LLC,1,name_only,728 SHADES CREEK PKWY STE 210 BIRMINGHAM AL 35209
FAITH CHURCH INC,1,name_only,1208 LITTON AVE NASHVILLE TN 37216
FAM PROPERTIES LLC,1,name_only,230 GROVEDALE TRCE ANTIOCH TN 37013
FAITH LIFE CHURCH NASHVILLE INC,1,name_only,215 BELLEVUE RD NASHVILLE TN 37221
BURTON HILLS RECREATIONAL ASSOC INC,1,name_only,PO BOX 150947 C/O D FLOYD & ASSOC INC NASHVILLE TN 37215
FAITHFUL & TRUE LLC,1,name_only,PO BOX 110121 NASHVILLE TN 37222
2411 EOL RETAIL LLC,1,name_only,1011 LOOKOUT RIDGE CT ATTN: SAMAN POURI BRENTWOOD TN 37027
FAITHUL AND TRUE LLC,1,name_only,PO BOX 110121 NASHVILLE TN 37222
FALCON HILL LLC,1,name_only,2816 DOGWOOD PL NASHVILLE TN 37204
FALCON LANDING CRESCENT HILL LLC,1,name_only,501 UNION STREET
FALCON VIEW TN LLC,1,name_only,1528 SHERMAN RD NORTHBROOK IL 60062
FALCONE TRANSPORT CO,1,name_only,PO BOX 6023 YOUNGSTOWN OH 44501
FALK FAMILY PARTNERS III LLC,1,name_only,428 PRESTWICK CT
FALL CREEK PARTNERS 7 LLC,1,name_only,31772 OWL RD EUGENE OR 97405
BYBLOS DEVELOPMENT TENNESSEE LLC,1,name_only,3700 34TH ST 300 ORLANDO FL 32805
EVERGREEN INVESTMENT GROUP LLC,1,name_only,804 DURHAM ST ALLEN TX 75013
EVERGREEN AT WERTHAN LLC ET AL,1,name_only,2206 21ST AVE S STE 200 NASHVILLE TN 37212
EQUITY TRUST CO CUSTODIAN FBO BRUCE GORE IRA,1,name_only,101 PAXTON CT BRENTWOOD TN 37027
EQUITY CO TRUST FBO JACK FRIEDMAN,1,name_only,101 PAXTON CT BRENTWOOD TN 37027
EQUITY ENTERPRISES,1,name_only,414 WOODYCREST AVE NASHVILLE TN 37210
EQUITY LEASE 305 LLC,1,name_only,20200 W DIXIE HWY STE 1009
2436 SCOTT VALLEY DR LLC,1,name_only,619 FOSTER LN MOUNT JULIET TN 37122
EQUITY TRS CO FOR BENEFIT OF FRIEDMAN J,1,name_only,1007 CAROLYN AV NASHVILLE TN 37216
EQUITY TRUST CO -CUST FBO CAMPBELL K L,1,name_only,215 FLINTLOCK CT
EQUITY TRUST CO CUST FBO JULIE MEHRA IRA,1,name_only,4608 CORKTREE RD NAPERVILLE IL 60564
EQUITY TRUST CO CUSTODIAN BRUCE GORE IRA JACK FR,1,name_only,1007 CAROLYN AVE
EQUITY TRUST CO CUSTODIAN FBO,1,name_only,1937 OMOHUNDRO DR NASHVILLE TN 37210
EQUITY TRUST CO CUSTODIAN FBO 200208320 IRA,1,name_only,301 NORTHCREEK BLVD 208 GOODLETTSVILLE TN 37072
EQUITY TRUST CO CUSTODIAN FBO 200358138 CESA,1,name_only,PO BOX 208 GOODLETTSVILLE TN 37070
EQUITY TRUST CO CUSTODIAN FBO CYNTHIA EDWARDS IRA,1,name_only,1820 B 4TH AVE N
EQUITY CAPITAL FUND I LLC,1,name_only,651 S MOUNT JULIET RD 1030 MOUNT JULIET TN 37122
EQUITY TRUST CO CUSTODIAN FBO DAVID W RICHARDS IRA,1,name_only,1930 MORAN AVE
EQUITY TRUST CO CUSTODIAN FBO IRA 200413458,1,name_only,206 1/2 GREGORY BLVD NORWALK CT 06855
EQUITY TRUST CO CUSTODIAN FBO JAMES G ROTH LAM IRA,1,name_only,910 LAUREN CT NASHVILLE TN 37217
EQUITY TRUST CO CUSTODIAN FBO JEFFRREY POWELL IRA,1,name_only,1211 W SOUTH BLVD TROY MI 48098
EQUITY TRUST CO CUSTODIAN FBO JOHN DODD IRA,1,name_only,1122 WOODVALE DR C/O JOHN DODD NASHVILLE TN 37204
EQUITY TRUST CO CUSTODIAN FBO S IRA,1,name_only,4016 COPELAND DR NASHVILLE TN 37215
322 WILHAGAN ROAD LLC,1,name_only,3622 REDMON ST NASHVILLE TN 37209
EQUITY TRUST CO FBO 200208321 IRA,1,name_only,301 NORTHCREEK BLVD 208 GOODLETTSVILLE TN 37072
EQUITY TRUST CO FBO 200208324 CESA IRA,1,name_only,301 NORTHCREEK BLVD 208 GOODLETTSVILLE TN 37072
EQUITY TRUST CO FBO 200208325 CESA ETAL,1,name_only,301 NORTHCREST BLVD 208 C/O BRIAN GAINOUS GOODLETTSVILLE TN 37072
EQUITY TRUST CO FBO 200337926 CESA,1,name_only,301 NORTHCREEK BLVD 208 GOODLETTSVILLE TN 37072
EQUITY CO TRUST FBO BRUCE GORE IRA JACK FRIEDMAN,1,name_only,101 PAXTON CT BRENTWOOD TN 37027
3218 JONESBORO DR LLC,1,name_only,35 SW 12TH AVE 102 DANIA BEACH FL 33004
3227 CLH LLC,1,name_only,6538 MELINDA DR NASHVILLE TN 37205
EP REAL ESTATE FUND III LLC,1,name_only,1201 DEMONBREUN ST STE 1400 NASHVILLE TN 37203
ENTERPRISE CORP FOR DEV,1,name_only,1900 1ST AMERICAN CENTER NASHVILLE TN 37238
ENTERPRISE HOMES & REMODELING LLC,1,name_only,5709 SPRING HOUSE WAY BRENTWOOD TN 37027
ENTRUST GROUP INC THE FBO BITTON AYAL,1,name_only,555 12TH ST STE 900 OAKLAND CA 94607
C & C ENTERPRISES LLC,1,name_only,802 LOWER PARK PL
ENTRUST TENNESSEE INC,1,name_only,750 OLD HICKORY BLVD BLDG 2 STE 150 BRENTWOOD TN 37027
ENTRUST TENNESSEE INC CUSTODIAN,1,name_only,9264 CARRISBROOK LN BRENTWOOD TN 37027
ENVESTMENT LLC,1,name_only,2801 PRINCETON PL PLANO TX 75075
ENVIRONMENTAL CORP OF AMERICA INC,1,name_only,PO BOX 785 LAVERGNE TN 37086
ENVISION CONSTRUCTION LLC,1,name_only,1273 MARITIME PORT ANTIOCH TN 37013
C & A HOUSING LLC,1,name_only,137 3RD AVE N FRANKLIN TN 37064
3209 LLC,1,name_only,5350 ROCKMOOR DR STONE MOUNTAIN GA 30088
EPA BRENTWOOD HOLDINGS LLC,1,name_only,401 SHADOW GLEN DR NASHVILLE TN 37211
EQUITY 305 LEASE LLC,1,name_only,1000 BRICKELL AVE STE 1112 MIAMI FL 33131
320NASHVILLE LLC,1,name_only,920 SOUTH ST UNIT 320 NASHVILLE TN 37203
EPF LLC,1,name_only,501 A FOUNDATION CT
EPICE GH RE LLC,1,name_only,2902 12TH AVE S NASHVILLE TN 37204
EPIQ ENGINEERING LLC,1,name_only,2814 DOGWOOD PL NASHVILLE TN 37204
EPISCOPAL CHURCH PROPERTY,1,name_only,HADLEY AVE OLD HICKORY TN
321 H OWNER LLC,1,name_only,1701 RHODE ISLAND AVE NW WASHINGTON DC 20036
EPSILON REALTY CO LP,1,name_only,PO BOX 808 BLDG 8 LYNDHURST NJ 07071
EPSILSON REALTY CO,1,name_only,2919 CENTER PORT CIR POMPANO BEACH FL 33064
EQUITABLE PROPERTY GROUP LLC,1,name_only,4729 ASHLAND CITY HWY NASHVILLE TN 37218
EQUITABLE TRUST CO SUCC-TRS,1,name_only,4400 HARDING RD STE 310 NASHVILLE TN 37205
3218 CHARLOTTE AVE LLC,1,name_only,160 SKEES RD BOWLING GREEN KY 42104
EQUITY TRUST CO FBO ANTONI MIECHOWICKI,1,name_only,214 OLD HICKORY BLVD 180
EQUITY TRUST CO FBO BRUCE GORE IRA JACK W FRIEDM,1,name_only,101 PAXTON CT BRENTWOOD TN 37027
EVEREST INVESTMENTS GP,1,name_only,702 SINLAIR CIR BRENTWOOD TN 37027
ETHOS INVESTMENT PARTNERS LLC,1,name_only,901 BROADWAY 22375 NASHVILLE TN 37202
ESTER-TAYLOR CO,1,name_only,3815 CLEGHORN AVE NASHVILLE TN 37215
ESTERDAY MICHAEL K & TERRY L CO-TRS,1,name_only,3424 WOODMONT BV NASHVILLE TN 37215
ESTES FAMILY PARTNERSHIP,1,name_only,497 CAVE RD NASHVILLE TN 37210
ESTES TENNESSEE COMMUNITY PROPERTY TRUST,1,name_only,5060 REGENT DR NASHVILLE TN 37220
BYERLY COMMUNITY PROPERTY TRUST,1,name_only,738 VOSSWOOD DR NASHVILLE TN 37205
ETERNAL VICTORY LLC,1,name_only,1161 MURFREESBORO PIKE STE 425 NASHVILLE TN 37217
ETHAN G LLC,1,name_only,2968 GREENTREE DR C/O MARCO GERGES SMYRNA TN 37167
ETHEL NORTH LLC,1,name_only,1128 OMAN DR BRENTWOOD TN 37027
ETHER COLLECTIVE LLC,1,name_only,2409 HEIMAN ST NASHVILLE TN 37208
ETHEREDGE SOLUTIONS LLC,1,name_only,1351 BRANCH CREEK RD GALLATIN TN 37066
ETHOS DESIGN BUILD LLC,1,name_only,6008 HICKORY VALLEY RD NASHVILLE TN 37205
ETHRIDGE BOWDEN COMMUNITY PROPERTY TRUST,1,name_only,3408 AMANDA AVE NASHVILLE TN 37215
2425 ATRIUM OWNER LLC,1,name_only,4117 HILLSBORO PIKE STE 103-265 NASHVILLE TN 37215
ETM HOLDINGS LTD,1,name_only,10323 VETERANS MEMORIAL DR HOUSTON TX 77038
ETTIEN TENNESSEE COMMUNITY PROPERTY REVOCABLE TRUST,1,name_only,1216 BEDDINGTON PARK NASHVILLE TN 37215
EVANGELICAL ARABIC CHURCH INC THE,1,name_only,3334 HAMILTON CHURCH RD ANTIOCH TN 37013
EVANS MARK F & EVANS FAMILY PARTNERS,1,name_only,20 RUTLEDGE ST 604 NASHVILLE TN 37210
EVANS MICHAEL L & G&G HOMEBUYING GROUP LLC,1,name_only,3905 PHEASANT DR NASHVILLE TN 37218
EVANSON LLC,1,name_only,2405 A JEFFERSON ST
EVANSTON RENTALS LLC,1,name_only,5051 W CAMINO DE MANANA TUCSON AZ 85742
EVE ON THE RIVER LLC,1,name_only,700 1ST AVE N 501 NASHVILLE TN 37201
EVELYN PROPERTIES LLC,1,name_only,4205 GALLATIN PIKE NASHVILLE TN 37216
EVER4416 LLC,1,name_only,BRIAN SHULMAN
EVEREADY PROPERTY TRUST THE,1,name_only,53 TOMAHAWK DR SAN ANSELMO CA 94960
ESTATES AT BRENTWOOD LLC,1,name_only,7 CORPORATE PLAZA C/O OLEN PROPERTIES CORP NEWPORT BEACH CA 92660
BYOURBED LLC,1,name_only,PO BOX 1302 BRENTWOOD TN 37027
EQUITY TRUST CO FBO ERIC P MASON IRA,1,name_only,107 SAINT ANDREWS DR FRANKLIN TN 37069
2436 EASTLAND LLC,1,name_only,790 ALDERS COVE ST BOWLING GREEN KY 42101
EQUITY TRUST CO FBO JACK FRIEDMAN,1,name_only,101 PAXTON CT BRENTWOOD TN 37027
EQUITY TRUST CO FBO JACK W FRIEDMAN,1,name_only,101 PAXTON CT BRENTWOOD TN 37027
EQUITY TRUST CO FBO JAMES D ALLEN IRA,1,name_only,3146 AIDAN LN MOUNT JULIET TN 37122
EQUITY TRUST CO FBO MICHAEL DEMETER ETAL,1,name_only,3364 BENTWOOD DR KODAK TN 37764
EQUITYTRUST CO CUSTODIAN FBO ERIC MASON,1,name_only,107 ST ANDREW FRANKLIN TN 37069
ER LAND HOLDINGS GP,1,name_only,209 WOODFORD PL NASHVILLE TN 37215
ERBAN COMMERCIAL REALTY LP,1,name_only,3704 COLEWOOD DR NASHVILLE TN 37215
ERF ENTERPRISES LLC,1,name_only,6688 NOLENSVILLE RD STE 108 MAILBOX 1092 BRENTWOOD TN 37027
ERGEN MARY ELIZABETH INVESTMENT SERVICES TRUST II,1,name_only,437 CHICKASAW TRL GOODLETTSVILLE TN 37072
ERGON INC,1,name_only,"1729 N HIGHLAND, JACKSON, TN 38305"
ERIAMERI LLC,1,name_only,1211 16TH AVE S NASHVILLE TN 37212
ERLANGER LLC,1,name_only,185 HIDDEN LAKE RD HENDERSONVILLE TN 37075
BYRNE COMMUNITY PROPERTY TRUST THE,1,name_only,5033 HIGH VALLEY DR BRENTWOOD TN 37027
ERMAC DRIVE DEVELOPMENT II LLC,1,name_only,2135 DANA AVE STE 200 CINCINNATI OH 45207
BYT PARTNERS GP,1,name_only,319 PEABODY ST NASHVILLE TN 37210
ERVIN EQUIPMENT INC,1,name_only,PO BOX 306 TOLEDO IL 62468
ERVIN INVESTMENTS LLC,1,name_only,3828 ABIGAIL DR THEODORE AL 36582
ES 2009 LLC,1,name_only,4719 NOLENSVILLE PIKE NASHVILLE TN 37211
BYRUM LLC,1,name_only,3003 KALAKAUA AVE 1C HONOLULU HI 96815
ESCAPE2MUSICCITY LLC,1,name_only,2904 DARRELL CT FRANKLIN TN 37064
ESHELMAN CONSTRUCTION LLC,1,name_only,1326 4TH AVE N NASHVILLE TN 37208
ESHELMAN DEVELOPMENT LLC,1,name_only,5605 A LOUISIANA AVE NASHVILLE TN 37209
ESKIND COMMUNITY PROPERTY TRUST,1,name_only,2322 GOLF CLUB LN NASHVILLE TN 37215
ESPANA CONSTRUCTION LLC,1,name_only,3109 TOWN VILLAGE RD ANTIOCH TN 37013
FAULKNER CONTRACTING LLC,1,name_only,PO BOX 69 CROSS PLAINS TN 37049
BURRELL SISTERS MANAGEMENT LLC,1,name_only,824 CULPEPER ST BOWLING GREEN KY 42103
BURNICH LLC,1,name_only,6286 ANNA DR
FORTRESS PROPERTIES GP,1,name_only,228 LEONARD AVE NASHVILLE TN 37205
FOREL CO,1,name_only,1026 HERMAN ST NASHVILLE TN 37208
FOREST BEND TOWNHOMES LP,1,name_only,800 GESSNER STE 350 HOUSTON TX 77024
BUENA VISTA FUNERAL HOME INC,1,name_only,3634 CLARKSVILLE HWY NASHVILLE TN 37218
FORGE RIDGE PROPERTY TRUST,1,name_only,2156 FORGE RIDGE CIR NASHVILLE TN 37217
FORGE TRUST CO CFBO COURSHON RICHARD A IRA 379062,1,name_only,3270 BILL WATERS RD MONTEREY TN 38574
FORM PROPERTIES LLC,1,name_only,100 BAY DR HENDERSONVILLE TN 37075
FORMCO INC,1,name_only,PO BOX 40010 NASHVILLE TN 37204
FORSTER FAMILY PARTNERSHIP,1,name_only,1432 PLANTATION DR BRENTWOOD TN 37027
FORT BELVEDERE LLC,1,name_only,701 LYNNWOOD BLVD NASHVILLE TN 37205
FORT SMITH AVIATION SUPPLY INC,1,name_only,522 S 22ND ST FORT SMITH AR 72901
FORTIS MANAGEMENT LLC,1,name_only,504 W CAMPBELL RD GOODLETTSVILLE TN 37072
BUDMAN LLC,1,name_only,215 LAKE COMO DR AUSTIN TX 78734
FORBES-TAYLOR COMMUNITY PROPERTY TRUST,1,name_only,750 BROWNLEE DR NASHVILLE TN 37205
FORTY PLUS LLC,1,name_only,2784 RUSH MENDON RD HONEOYE FALLS NY 14472
FORUM WOODLAWN LLC,1,name_only,1033 DEMONBREUN ST STE 600 NASHVILLE TN 37203
FOSTER CREIGHTON LLC,1,name_only,5920 VETERANS BLVD METAIRIE LA 70003
FOSTER TODD & MERRY FAMILY COMMUNITY PROPERTY TRUST,1,name_only,4303 SNEED RD NASHVILLE TN 37215
FOSTER-RICHARDSON PROPERTIES LLC,1,name_only,2259 JACKSON DOWNS BV NASHVILLE TN 37214
FOSTON FAMILY COMMUNITY PROPERTY TRUST,1,name_only,PO BOX 3905 CLARKSVILLE TN 37043
FOUNDATION CAPITAL RESOURCES INC,1,name_only,3900 S OVERLAND AVE SPRINGFIELD MO 65807
FOUNDATION DEVELOPMENT GROUP LLC,1,name_only,2210 OAKLEAF DR FRANKLIN TN 37064
FOUNDATION PROPERTY HOLDINGS LLC,1,name_only,1425 UPPER STATION CAMP CRK RD COTTONTOWN TN 37048
BUDGET TRUCK RENTAL LLC,1,name_only,100 OLIVER ST STE 1840 C/O RYAN LLC BOSTON MA 02110
FOUR FRIENDS LLC,1,name_only,3445 LITTLEGATE ST MURFREESBORO TN 37128
FORE SEA LLC,1,name_only,1704 MONTCLAIR BLVD
FOR KING & COUNTRY PROPERTIES LLC,1,name_only,100 TAYLOR ST E4 NASHVILLE TN 37208
FOUR LEAF RENTALS LLC,1,name_only,4712 LIME RIDGE RD W WEST BEND WI 53095
FMXM PROPERTIES LLC,1,name_only,104 OAK HILL DR SMYRNA TN 37167
FLEISHER BUILDING GROUP LLC,1,name_only,1608 FATHERLAND ST NASHVILLE TN 37206
3305 CLAPHAM ROAD LLC,1,name_only,3305 CLAPHAM RD ANTIOCH TN 37013
FLEMING JAMES P JR INVESTMENT TRUST,1,name_only,1080 PLANTATION BLVD GALLATIN TN 37066
FLINTLOCK INVESTORS LLC,1,name_only,1720 WEST END AV STE 600 NASHVILLE TN 37203
BUILD NASHVILLE HOLDINGS LLC,1,name_only,601 44TH AVE N NASHVILLE TN 37209
3308 LONG BOULEVARD LLC,1,name_only,353 COUNTY LINE RD
FLOR DE FLORA MAXWELL LLC,1,name_only,1208 3RD AVE S 7 NASHVILLE TN 37210
FLORIDA SUNSHINE LLC & ETAL,1,name_only,9301 CONCORD RD BRENTWOOD TN 37027
FLOWER EXPRESS INC,1,name_only,1837 GALLATIN RD NORTH
FLOYD & PETTY COAL CO,1,name_only,1204 SAXTON DR NASHVILLE TN 37215
FMC NASHVILLE LLC,1,name_only,3325 S GARFIELD AVE ATTN: FRANK CHEN COMMERCE CA 90040
FNATN LLC,1,name_only,PO BOX 208 OLD HICKORY TN 37138
FOR A SONG PROPERTIES LLC,1,name_only,100 TAYLOR ST NASHVILLE TN 37208
FNOO PARTNERS LLC,1,name_only,3309 FAIRMONT DR NASHVILLE TN 37203
BUILD - ENG CORP INC,1,name_only,117 BUFFALO ST
2400 CLARKSVILLE OWNER LLC,1,name_only,4117 HILLSBORO PK STE 103 - 265 NASHVILLE TN 37215
FOCUS GROUP OF TENNESSEE LLC & HIGH ARC LLC,1,name_only,2011 GALBRAITH DR NASHVILLE TN 37215
FOCUS HOSPITALITY LLC,1,name_only,5566 FRANKLIN PIKE CR BRENTWOOD TN 37027
BUHLER-FREEMAN MANAGEMENT LLC,1,name_only,2739 OLD ELM HILL PK NASHVILLE TN 37214
FOF II CENTENNIAL YARDS PROPERTY OWNER LLC,1,name_only,420 S ORANGE AVE STE 400 ATTN ANKOOR JIVAN ORLANDO FL 32801
BUFFALO TRAIL PARTNERS,1,name_only,3003 DICKERSON PIKE NASHVILLE TN 37207
FOLLANSBEE TENNESSEE COMMUNITY PROPERTY TRUST,1,name_only,2164 GOLF CLUB LN NASHVILLE TN 37215
FONTAINE WILLIAMS PROPERTIES LLC,1,name_only,3601 WALKALOOSA WAY LEANDER TX 78641
FOOD SHOP REALTY LLC,1,name_only,183 CYPRESS HEIGHTS LN
FOUR LEAF CLOVERS LLC,1,name_only,1005 BRIDGESTONE PL KNOXVILLE TN 37919
2319 CRESTMOOR LLC C/O JEFFREY MOBLEY,1,name_only,2319 CRESTMOOR RD NASHVILLE TN 37215
3303 GALLATIN #201 LLC,1,name_only,3303 GALLATIN PIKE 201 NASHVILLE TN 37216
FRANKLIN PROPERTY & CONSULTING LLC,1,name_only,1012 BELLE MEADE BLVD
FRACTAL ESTATES LLC,1,name_only,608 FREEDOM CT NASHVILLE TN 37209
FRANCES M WILLIAMS LLC,1,name_only,114 HARPETH TRACE SMT
BUDDHIST TEMPLE INC THE,1,name_only,99 LYLE LN NASHVILLE TN 37210
FRANCIS COMMUNITY PROPERTY TRUST,1,name_only,537 JACKSON BLVD NASHVILLE TN 37205
FRANCO HOMES INC,1,name_only,1417 MARIGOLD DR SPRING HILL TN 37174
FRANCOIS MIGNON L TN INVESTMENT SERVICES TRUST,1,name_only,1213 6TH AVE N NASHVILLE TN 37208
FRANK BATSON HOMES,1,name_only,120 DONELSON PK STE 101 NASHVILLE TN 37214
BUCKHEAD PARTNERS,1,name_only,801 GRAND AV DES MOINES IA 50392
FRANK-NASH PROPERTIES LLC,1,name_only,PO BOX 58051 NASHVILLE TN 37205
FRANKLIN EQUITY LLC,1,name_only,213 GLENWOOD ST PONTE VEDRA FL 32081
