parid,apn,acct
306967,087020A00500CO,225872
306968,087020A00600CO,225873
306969,087020A00700CO,225874
306970,087020A00800CO,225875
306971,087020A00900CO,225876
306972,087020A01000CO,225877
306973,087020A01100CO,225878
306974,087020A01200CO,225879
306975,087020A01300CO,225880
306976,087020A01400CO,225881
306977,087020A01500CO,225882
306978,087020A01600CO,225883
306979,087020A01700CO,225884
306980,087020A01800CO,225885
306981,087020A01900CO,225886
306982,087020A02000CO,225887
306983,087020A02100CO,225888
306984,087020A02200CO,225889
306985,087020A02300CO,225890
306986,087020A02400CO,225891
306987,087020A02500CO,225892
306988,087020A02600CO,225893
306989,087020A02700CO,225894
306990,087020A02800CO,225895
306991,087020A02900CO,225896
306992,087020A03000CO,225897
306993,087020A03100CO,225898
306994,087020A03200CO,225899
306995,087020A03300CO,225900
306996,087020A03400CO,225901
306997,087020A03500CO,225902
306998,087020A03600CO,225903
306999,087020A03700CO,225904
307000,087020A03800CO,225905
307001,087020A03900CO,225906
307002,087020A04000CO,225907
307003,087020A04100CO,225908
307004,087020A04200CO,225909
307005,087020A04300CO,225910
307006,087020A04400CO,225911
307007,087020A04500CO,225912
307012,098130C14600CO,225917
307013,098130C14700CO,225918
307014,098130C14800CO,225919
307015,098130C14900CO,225920
307016,098130C15000CO,225921
307017,098130C15100CO,225922
307018,098130C15200CO,225923
307019,098130C15300CO,225924
307020,098130C15400CO,225925
307021,098130C15500CO,225926
307022,098130C15600CO,225927
307023,098130C15700CO,225928
307033,06300028000,225862
307062,114070B12900CO,225935
307063,114070B13000CO,225936
307064,114070B13100CO,225937
307065,114070B13200CO,225938
307066,114070B13300CO,225939
307067,114070B13400CO,225940
307068,114070B13500CO,225941
307069,114070B13600CO,225942
307070,114070B13700CO,225943
307071,114070B13800CO,225944
307072,114070B13900CO,225945
307073,114070B14000CO,225946
307074,114070B14100CO,225947
307075,114070B14200CO,225948
307076,114070B14300CO,225949
307077,114070B14400CO,225950
307078,114070B14500CO,225951
307079,114070B14600CO,225952
307080,114070B14700CO,225953
307081,114070B14800CO,225954
307082,114070B14900CO,225955
307083,114070B15000CO,225956
307084,114070B15100CO,225957
307085,114070B15200CO,225958
307086,114070B15300CO,225959
307087,114070B15400CO,225960
307088,114070B15500CO,225961
307089,114070B15600CO,225962
307104,01600029700,225837
307141,07102020400,225863
307152,08211017500,225865
307154,03200020300,225838
307161,08600075200,225866
307162,08600075300,225867
307164,181010B15400CO,225977
307165,181010B15500CO,225978
307166,181010B15600CO,225979
307168,181010B15800CO,225981
307169,181010B15900CO,225982
307170,181010B16000CO,225983
307171,181010B16100CO,225984
307172,181010B16200CO,225985
307173,181010B16300CO,225986
307174,181010B16400CO,225987
307175,181010B16500CO,225988
307176,181010B16600CO,225989
307177,181010B16700CO,225990
307178,181010B16800CO,225991
307179,181010B16900CO,225992
307180,181010B17000CO,225993
307181,181010B17100CO,225994
307182,181010B17200CO,225995
307183,181010B17300CO,225996
307184,181010B17400CO,225997
307185,181010B17500CO,225998
307186,181010B17600CO,225999
307187,181010B17700CO,226000
307188,181010B17800CO,226001
307189,181010B17900CO,226002
307190,181010B18000CO,226003
307191,181010B18100CO,226004
307192,181010B18200CO,226005
307193,181010B18300CO,226006
307194,181010B18400CO,226007
307195,181010B18500CO,226008
307196,181010B18600CO,226009
307197,181010B18700CO,226010
307198,181010B18800CO,226011
307199,181010B18900CO,226012
307200,181010B19000CO,226013
307201,181010B19100CO,226014
307202,181010B19200CO,226015
307206,181010B15700CO,225980
307210,18700018000,226019
307215,131050E00100CO,225974
307216,131050E00200CO,225975
307256,10800033300,225933
307339,092160C30600CO,226029
307341,10200010000,226030
307431,109050D06200CO,226035
307432,109050D06300CO,226036
307433,109050D06400CO,226037
307434,109050D06500CO,226038
307435,109050D06600CO,226039
307436,109050D06700CO,226040
307437,109050D06800CO,226041
307438,109050D06900CO,226042
307439,109050D07000CO,226043
307440,109050D07100CO,226044
307441,109050D07200CO,226045
307442,109050D07300CO,226046
307443,109050D07400CO,226047
307444,109050D07500CO,226048
307445,109050D07600CO,226049
307446,109050D07700CO,226050
307447,109050D07800CO,226051
307448,109050D07900CO,226052
307449,109050D08000CO,226053
307450,109050D08100CO,226054
307451,109050D08200CO,226055
307452,109050D08300CO,226056
307453,109050D08400CO,226057
307454,109050D08500CO,226058
307455,109050D08600CO,226059
307456,109050D08700CO,226060
307457,109050D08800CO,226061
307458,109050D08900CO,226062
307459,109050D09000CO,226063
307460,109050D09100CO,226064
307461,109050D09200CO,226065
307462,109050D09300CO,226066
307463,109050D09400CO,226067
307464,109050D09500CO,226068
307465,109050D09600CO,226069
307466,109050D09700CO,226070
307467,109050D09800CO,226071
307468,109050D09900CO,226072
307469,109050D10000CO,226073
307470,109050D10100CO,226074
307471,109050D10200CO,226075
307472,109050D10300CO,226076
307473,109050D10400CO,226077
307474,109050D10500CO,226078
307475,109050D10600CO,226079
307476,109050D10700CO,226080
307477,109050D10800CO,226081
307478,109050D10900CO,226082
307479,109050D11000CO,226083
307480,109050D11100CO,226084
307481,109050D11200CO,226085
307482,109050D11300CO,226086
307483,109050D11400CO,226087
307484,109050D11500CO,226088
307485,109050D11600CO,226089
307486,109050D11700CO,226090
307487,109050D11800CO,226091
307488,109050D11900CO,226092
307489,109050D12000CO,226093
307490,109050D12100CO,226094
307491,109050D12200CO,226095
307492,109050D12300CO,226096
307493,109050D12400CO,226097
307494,109050D12500CO,226098
307495,109050D12600CO,226099
307496,109050D12700CO,226100
307497,109050D12800CO,226101
307498,109050D12900CO,226102
307499,109050D13000CO,226103
307500,109050D15000CO,226104
307501,109050D15100CO,226105
307502,109050D16100CO,226106
307503,109050D16200CO,226107
307504,109050D16300CO,226108
307505,109050D16400CO,226109
307506,109050D16500CO,226110
307507,109050D16600CO,226111
307508,109050D16700CO,226112
307509,109050D16800CO,226113
307510,109050D16900CO,226114
307512,10304047100,226034
307514,16109015800,226020
307516,07109014100,226023
307532,092030A00100CO,226024
307533,092030A00200CO,226025
307534,092030A00300CO,226026
307535,092030A00400CO,226027
307545,10302024600,226032
307561,11714041700,226115
307563,11714041900,226117
307707,128070B00100CO,226132
307708,128070B00200CO,226133
307710,128070B00300CO,226134
307711,128070B00400CO,226135
307726,051060A00100CO,226120
307727,051060A00200CO,226121
307728,051060A00300CO,226122
307729,051060A00400CO,226123
307730,051060A00500CO,226124
307731,051060A00600CO,226125
307732,051060A00700CO,226126
307733,051060A00800CO,226127
307734,051060A00900CO,226128
307735,051060A01000CO,226129
307897,093061C00200CO,226180
307986,103040G00100CO,226220
307987,103040G00200CO,226221
307991,093024A10100CO,226148
307992,093024A10200CO,226149
307993,093024A10300CO,226150
307994,093024A10400CO,226151
307995,093024A10500CO,226152
307996,093024A10600CO,226153
307997,093024A10700CO,226154
307998,093024A10800CO,226155
307999,093024A20100CO,226156
308000,093024A20200CO,226157
308001,093024A20300CO,226158
308002,093024A20400CO,226159
308003,093024A20500CO,226160
308004,093024A20600CO,226161
308005,093024A20700CO,226162
308006,093024A20800CO,226163
308007,093024A30100CO,226164
308008,093024A30200CO,226165
308009,093024A30300CO,226166
308010,093024A30400CO,226167
308011,093024A30500CO,226168
308012,093024A30600CO,226169
308013,093024A30700CO,226170
308014,093024A30800CO,226171
308015,093024A40100CO,226172
308016,093024A40200CO,226173
308017,093024A40300CO,226174
308018,093024A40400CO,226175
308019,093024A40500CO,226176
308020,093024A40600CO,226177
308021,093024A40700CO,226178
308022,093024A40800CO,226179
308071,161150B00100CO,226224
308072,161150B00200CO,226225
308073,161150B00300CO,226226
308074,161150B00400CO,226227
308075,161150B00500CO,226228
308076,161150B00600CO,226229
308077,161150B00700CO,226230
308078,161150B00800CO,226231
308079,161150B00900CO,226232
308080,161150B01000CO,226233
308081,161150B01100CO,226234
308082,161150B01200CO,226235
308083,161150B01300CO,226236
308084,161150B01400CO,226237
308085,161150B01500CO,226238
308086,161150B01600CO,226239
308087,161150B01700CO,226240
308088,161150B01800CO,226241
308089,161150B01900CO,226242
308090,161150B02000CO,226243
308091,161150B02100CO,226244
308092,161150B02200CO,226245
308093,161150B02300CO,226246
308094,161150B02400CO,226247
308095,161150B02500CO,226248
308096,161150B02600CO,226249
308097,161150B02700CO,226250
308098,161150B02800CO,226251
308099,161150B02900CO,226252
308100,161150B03000CO,226253
308101,161150B03100CO,226254
308102,161150B03200CO,226255
308103,161150B03300CO,226256
308104,161150B03400CO,226257
308105,161150B03500CO,226258
308106,161150B03600CO,226259
308161,15900026100,226326
308163,14707025000,226324
308164,14707024900,226323
308165,14707024800,226322
308166,14707024700,226321
308167,14707025100,226325
308259,075110A14000CO,226299
308260,075110A14100CO,226300
308268,171040C00100CO,226327
308269,171040C00200CO,226328
308270,171040C00300CO,226329
308271,171040C00400CO,226330
308272,171040C00500CO,226331
308273,171040C00600CO,226332
308274,171040C00700CO,226333
308275,171040C00800CO,226334
308276,171040C00900CO,226335
308277,171040C01000CO,226336
308278,171040C01100CO,226337
308279,171040C01200CO,226338
308280,171040C01300CO,226339
308281,171040C01400CO,226340
308282,171040C01500CO,226341
308283,171040C01600CO,226342
308284,171040C01700CO,226343
308285,171040C01800CO,226344
308286,171040C01900CO,226345
308287,171040C02000CO,226346
308288,171040C02100CO,226347
308289,171040C02200CO,226348
308290,171040C02300CO,226349
308291,171040C02400CO,226350
308292,171040C02500CO,226351
308293,171040C02600CO,226352
308294,171040C02700CO,226353
308295,171040C02800CO,226354
308296,171040C02900CO,226355
308297,171040C03000CO,226356
308298,171040C03100CO,226357
308299,171040C03200CO,226358
308300,171040C03300CO,226359
308301,171040C03400CO,226360
308302,171040C03500CO,226361
308303,171040C03600CO,226362
308304,171040C03700CO,226363
308305,171040C03800CO,226364
308306,171040C03900CO,226365
308307,171040C04000CO,226366
308308,171040C04100CO,226367
308309,171040C04200CO,226368
308310,171040C04300CO,226369
308311,171040C04400CO,226370
308312,171040C04500CO,226371
308313,171040C04600CO,226372
308314,171040C04700CO,226373
308315,171040C04800CO,226374
308316,171040C04900CO,226375
308317,171040C05000CO,226376
308318,171040C05100CO,226377
308319,171040C05200CO,226378
308320,171040C05300CO,226379
308321,171040C05400CO,226380
308322,171040C05500CO,226381
308323,171040C05600CO,226382
308324,171040C05700CO,226383
308325,171040C05800CO,226384
308326,171040C05900CO,226385
308327,171040C06000CO,226386
308328,171040C06100CO,226387
308329,171040C06200CO,226388
308330,171040C06300CO,226389
308331,171040C06400CO,226390
308332,171040C06500CO,226391
308333,171040C06600CO,226392
308334,171040C06700CO,226393
308335,171040C06800CO,226394
308411,114070B15900CO,225965
308412,114070B16000CO,225966
308413,114070B16100CO,225967
308414,114070B16200CO,225968
308415,114070B16300CO,225969
308416,114070B16400CO,225970
308417,114070B16500CO,225971
308421,181100A21900CO,226397
308422,181100A22000CO,226398
308423,181100A22100CO,226399
308424,181100A22200CO,226400
308425,181100A22300CO,226401
308426,181100A22400CO,226402
308427,181100A22500CO,226403
308428,181100A22600CO,226404
308429,181100A22700CO,226405
308430,181100A22800CO,226406
308431,181100A22900CO,226407
308432,181100A23000CO,226408
308433,181100A23100CO,226409
308434,181100A23200CO,226410
308435,181100A23300CO,226411
308436,181100A23400CO,226412
308437,181100A23500CO,226413
308438,181100A23600CO,226414
308442,09209043400,226319
308444,058090A11500CO,226262
308445,058090A11600CO,226263
308446,058090A11700CO,226264
308447,058090A11800CO,226265
308448,058090A11900CO,226266
308449,058090A12000CO,226267
308450,058090A12100CO,226268
308451,058090A12200CO,226269
308452,058090A12300CO,226270
308453,058090A12400CO,226271
308454,058090A12500CO,226272
308455,058090A12600CO,226273
308456,058090A12700CO,226274
308457,058090A12800CO,226275
308458,058090A12900CO,226276
308459,058090A13000CO,226277
308460,058090A13100CO,226278
308461,058090A13200CO,226279
308462,058090A13300CO,226280
308463,058090A13400CO,226281
308464,058090A13500CO,226282
308465,058090A13600CO,226283
308466,058090A13700CO,226284
308467,058090A13800CO,226285
308468,058090A13900CO,226286
308469,058090A14000CO,226287
308470,058090A14100CO,226288
308471,058090A14200CO,226289
308472,058090A14300CO,226290
308473,058090A14400CO,226291
308474,058090A14500CO,226292
308475,058090A14600CO,226293
308476,058090A14700CO,226294
308477,058090A14800CO,226295
308478,058090A14900CO,226296
308479,058090A15000CO,226297
308482,04311022100,226261
308643,05300005100,226417
308650,14215011400,226426
308651,14215011500,226427
308652,14215011600,226428
308658,098130C15900CO,226422
308659,098130C16000CO,226423
308754,18300018000,226463
308755,18300017900,226462
308758,01913011800,226415
308767,093061D60200CO,226465
308776,08600075700,226584
308784,041150C00100CO,226467
308785,041150C00200CO,226468
308789,08209049300,226577
308793,11705017800,226591
308797,03800018800,226466
308799,11300021300,226590
308816,18700018400,226729
308818,10405043300,226588
308821,14704018400,226593
308822,14704018500,226594
308825,08302034700,226578
308826,08302034800,226579
308827,08302034900,226580
308828,08302035000,226581
308994,09116038400,226585
308995,09116038500,226586
308996,104021A30500CO,226587
309000,164100A30200CO,226595
309001,164100A30300CO,226596
309002,164100A30400CO,226597
309003,164100A30500CO,226598
309004,164100A30600CO,226599
309005,164100A30700CO,226600
309006,164100A30800CO,226601
309007,164100A30900CO,226602
309008,164100A31000CO,226603
309009,164100A31100CO,226604
309010,164100A31200CO,226605
309011,164100A31300CO,226606
309012,164100A31400CO,226607
309013,164100A31500CO,226608
309014,164100A31600CO,226609
309015,164100A31700CO,226610
309020,176050C00100CO,226661
309021,176050C00200CO,226662
309022,176050C00300CO,226663
309023,176050C00400CO,226664
309024,176050C00500CO,226665
309025,176050C00600CO,226666
309026,176050C00700CO,226667
309028,176050C00800CO,226668
309029,176050C00900CO,226669
309030,176050C02500CO,226685
309031,176050C01000CO,226670
309032,176050C02400CO,226684
309033,176050C02300CO,226683
309034,176050C02200CO,226682
309035,176050C01100CO,226671
309036,176050C02100CO,226681
309038,176050C02000CO,226680
309039,176050C01900CO,226679
309040,176050C01800CO,226678
309041,176050C01200CO,226672
309042,176050C01700CO,226677
309043,176050C01300CO,226673
309044,176050C01600CO,226676
309045,176050C01400CO,226674
309046,176050C01500CO,226675
309051,135100D00100CO,228148
309087,135100D03700CO,228184
309088,135100D03800CO,228185
309089,135100D03900CO,228186
309090,135100D04000CO,228187
309091,135100D04100CO,228188
309092,135100D04200CO,228189
309093,135100D04300CO,228190
309094,135100D04400CO,228191
309095,135100D04500CO,228192
309096,135100D04600CO,228193
309097,135100D04700CO,228194
309098,135100D04800CO,228195
309119,173100A00100CO,226612
309120,173100A00200CO,226613
309121,173100A00300CO,226614
309122,173100A00400CO,226615
309123,173100A00500CO,226616
309124,173100A00600CO,226617
309125,173100A00700CO,226618
309126,173100A00800CO,226619
309127,173100A00900CO,226620
309128,173100A01000CO,226621
309129,173100A01100CO,226622
309130,173100A01200CO,226623
309131,173100A01300CO,226624
309132,173100A01400CO,226625
309133,173100A01500CO,226626
309134,173100A01600CO,226627
309135,173100A01700CO,226628
309136,173100A01800CO,226629
309137,173100A01900CO,226630
309138,173100A02000CO,226631
309139,173100A02100CO,226632
309140,173100A02200CO,226633
309141,173100A02300CO,226634
309142,173100A02400CO,226635
309143,173100A02500CO,226636
309144,173100A02600CO,226637
309145,173100A02700CO,226638
309146,173100A02800CO,226639
309147,173100A02900CO,226640
309148,173100A03000CO,226641
309149,173100A03100CO,226642
309150,173100A03200CO,226643
309151,173100A03300CO,226644
309152,173100A03400CO,226645
309153,173100A03500CO,226646
309154,173100A03600CO,226647
309155,173100A03700CO,226648
309156,173100A03800CO,226649
309157,173100A03900CO,226650
309158,173100A04000CO,226651
309159,173100A04100CO,226652
309160,173100A04200CO,226653
309161,173100A04300CO,226654
309162,173100A04400CO,226655
309163,173100A04500CO,226656
309164,173100A04600CO,226657
309169,075120F00100CO,226470
309170,075120F00200CO,226471
309171,075120F00300CO,226472
309172,075120F00400CO,226473
309173,075120F00500CO,226474
309174,075120F00600CO,226475
309175,075120F00700CO,226476
309176,075120F00800CO,226477
309177,075120F00900CO,226478
309178,075120F01000CO,226479
309179,075120F01100CO,226480
309180,075120F01200CO,226481
309181,075120F01300CO,226482
309182,075120F01400CO,226483
309183,075120F01500CO,226484
309184,075120F01600CO,226485
309185,075120F01700CO,226486
309186,075120F01800CO,226487
309187,075120F01900CO,226488
309188,075120F02000CO,226489
309189,075120F02100CO,226490
309190,075120F02200CO,226491
309191,075120F02300CO,226492
309192,075120F02400CO,226493
309193,075120F02500CO,226494
309194,075120F02600CO,226495
309195,075120F02700CO,226496
309196,075120F02800CO,226497
309197,075120F02900CO,226498
309198,075120F03000CO,226499
309199,075120F03100CO,226500
309200,075120F03200CO,226501
309201,075120F03300CO,226502
309202,075120F03400CO,226503
309203,075120F03500CO,226504
309204,075120F03600CO,226505
309205,075120F03700CO,226506
309206,075120F03800CO,226507
309207,075120F03900CO,226508
309208,075120F04000CO,226509
309209,075120F04100CO,226510
309210,075120F04200CO,226511
309211,075120F04300CO,226512
309212,075120F04400CO,226513
309213,075120F04500CO,226514
309214,075120F04600CO,226515
309215,075120F04700CO,226516
309216,075120F04800CO,226517
309217,075120F04900CO,226518
309218,075120F05000CO,226519
309219,075120F05100CO,226520
309220,075120F05200CO,226521
309221,075120F05300CO,226522
309222,075120F05400CO,226523
309223,075120F05500CO,226524
309225,075120F05700CO,226526
309226,075120F05800CO,226527
309227,075120F05900CO,226528
309228,075120F06000CO,226529
309229,075120F06100CO,226530
309230,075120F06200CO,226531
309231,075120F06300CO,226532
309232,075120F06400CO,226533
309233,075120F06500CO,226534
309235,075120F06600CO,226535
309236,075120F06700CO,226536
309237,075120F06800CO,226537
309238,075120F06900CO,226538
309239,075120F07000CO,226539
309240,075120F07100CO,226540
309241,075120F07200CO,226541
309242,075120F07300CO,226542
309243,075120F07400CO,226543
309244,075120F07500CO,226544
309245,075120F07600CO,226545
309246,075120F07700CO,226546
309247,075120F07800CO,226547
309248,075120F07900CO,226548
309249,075120F08000CO,226549
309250,075120F08100CO,226550
309251,075120F08200CO,226551
309252,075120F08300CO,226552
309253,075120F08400CO,226553
309254,075120F08500CO,226554
309255,075120F08600CO,226555
309256,075120F08700CO,226556
309257,075120F08800CO,226557
309258,075120F08900CO,226558
309259,075120F09000CO,226559
309260,075120F09100CO,226560
309261,075120F09200CO,226561
309262,075120F09300CO,226562
309263,075120F09400CO,226563
309264,075120F09500CO,226564
309265,075120F09600CO,226565
309266,075120F09700CO,226566
309267,075120F09800CO,226567
309268,075120F09900CO,226568
309269,075120F10000CO,226569
309270,075120F10100CO,226570
309271,075120F10200CO,226571
309272,075120F10300CO,226572
309273,075120F10400CO,226573
309286,181100A24500CO,226699
309287,181100A24600CO,226700
309288,181100A24700CO,226701
309289,181100A24800CO,226702
309290,181100A24900CO,226703
309291,181100A25000CO,226704
309292,181100A25100CO,226705
309293,181100A25200CO,226706
309294,181100A25300CO,226707
309295,181100A25400CO,226708
309296,181100A25500CO,226709
309297,181100A25600CO,226710
309298,181100A25700CO,226711
309299,181100A25800CO,226712
309300,181100A25900CO,226713
309301,181100A26000CO,226714
309302,181100A26100CO,226715
309303,181100A26200CO,226716
309304,181100A26300CO,226717
309305,181100A26400CO,226718
309330,181100B03000CO,226999
309331,181100B03100CO,227000
309332,181100B03200CO,227001
309333,181100B03300CO,227002
309334,181100B03400CO,227003
309335,181100B03500CO,227004
309336,181100B03600CO,227005
309337,181100B03700CO,227006
309338,181100B03800CO,227007
309339,181100B03900CO,227008
309340,181100B04000CO,227009
309341,181100B04100CO,227010
309342,181100B04200CO,227011
309343,181100B04300CO,227012
309344,181100B04400CO,227013
309345,181100B04500CO,227014
309346,181100B04600CO,227015
309351,033030B05100CO,226730
309352,033030B05200CO,226731
309353,033030B05300CO,226732
309354,033030B05400CO,226733
309355,033030B05500CO,226734
309356,033030B05600CO,226735
309357,033030B05700CO,226736
309358,033030B05800CO,226737
309359,033030B05900CO,226738
309360,033030B06000CO,226739
309361,033030B06100CO,226740
309362,033030B06200CO,226741
309363,033030B06300CO,226742
309364,033030B06400CO,226743
309365,033030B06500CO,226744
309366,033030B06600CO,226745
309367,033030B06700CO,226746
309368,033030B06800CO,226747
309369,033030B06900CO,226748
309370,033030B07000CO,226749
309371,033030B07100CO,226750
309372,033030B07200CO,226751
309373,033030B07300CO,226752
309374,033030B07400CO,226753
309375,033030B07500CO,226754
309376,033030B07600CO,226755
309377,033030B07700CO,226756
309378,033030B07800CO,226757
309379,033030B07900CO,226758
309380,033030B08000CO,226759
309381,033030B08100CO,226760
309382,033030B08200CO,226761
309383,033030B08300CO,226762
309384,033030B08400CO,226763
309385,033030B08500CO,226764
309386,033030B08600CO,226765
309387,033030B08700CO,226766
309388,033030B08800CO,226767
309389,033030B08900CO,226768
309390,033030B09000CO,226769
309391,033030B09100CO,226770
309392,033030B09200CO,226771
309393,033030B09300CO,226772
309394,033030B09400CO,226773
309410,093061F10000CO,226821
309411,093061F20100CO,226822
309412,093061F20300CO,226823
309413,093061F20400CO,226824
309414,093061F20500CO,226825
309415,093061F20600CO,226826
309416,093061F20700CO,226827
309417,093061F20800CO,226828
309418,093061F20900CO,226829
309419,093061F21000CO,226830
309420,093061F21100CO,226831
309421,093061F30100CO,226832
309422,093061F30200CO,226833
309423,093061F30300CO,226834
309424,093061F30400CO,226835
309425,093061F30500CO,226836
309426,093061F30600CO,226837
309427,093061F30700CO,226838
309428,093061F30800CO,226839
309429,093061F30900CO,226840
309430,093061F31000CO,226841
309431,093061F31100CO,226842
309434,161160A14200CO,226894
309435,161160A14300CO,226895
309436,161160A14400CO,226896
309437,161160A14500CO,226897
309438,161160A14600CO,226898
309439,161160A14700CO,226899
309440,161160A14800CO,226900
309441,161160A14900CO,226901
309442,161160A15000CO,226902
309443,161160A15100CO,226903
309444,161160A15200CO,226904
309445,161160A15300CO,226905
309446,161160A15400CO,226906
309447,161160A15500CO,226907
309451,181100B00100CO,226970
309452,181100B00200CO,226971
309453,181100B00300CO,226972
309454,181100B00400CO,226973
309455,181100B00500CO,226974
309456,181100B00600CO,226975
309457,181100B00700CO,226976
309458,181100B00800CO,226977
309459,181100B00900CO,226978
309460,181100B01000CO,226979
309461,181100B01100CO,226980
309462,181100B01200CO,226981
309463,181100B01300CO,226982
309464,181100B01400CO,226983
309465,181100B01500CO,226984
309466,181100B01600CO,226985
309467,181100B01700CO,226986
309468,181100B01800CO,226987
309469,181100B01900CO,226988
309470,181100B02000CO,226989
309471,181100B02100CO,226990
309472,181100B02200CO,226991
309473,181100B02300CO,226992
309474,181100B02400CO,226993
309475,181100B02500CO,226994
309476,181100B02600CO,226995
309477,181100B02700CO,226996
309478,181100B02800CO,226997
309484,159060A00100CO,226879
309485,159060A00200CO,226880
309486,159060A00300CO,226881
309487,159060A00400CO,226882
309488,159060A00500CO,226883
309489,159060A00600CO,226884
309490,159060A00700CO,226885
309491,159060A00800CO,226886
309492,159060A00900CO,226887
309493,159060A01000CO,226888
309494,159060A01100CO,226889
309495,159060A01200CO,226890
309500,164080C00100CO,226908
309501,164080C00200CO,226909
309502,164080C00300CO,226910
309503,164080C00400CO,226911
309504,164080C00500CO,226912
309505,164080C00600CO,226913
309506,164080C00700CO,226914
309507,164080C00800CO,226915
309508,164080C00900CO,226916
309509,164080C01000CO,226917
309510,164080C01100CO,226918
309511,164080C01200CO,226919
309512,164080C01300CO,226920
309513,164080C01400CO,226921
309514,164080C01500CO,226922
309515,164080C01600CO,226923
309516,164080C01700CO,226924
309517,164080C01800CO,226925
309518,164080C01900CO,226926
309519,164080C02000CO,226927
309520,164080C02100CO,226928
309521,164080C02200CO,226929
309522,164080C02300CO,226930
309523,164080C02400CO,226931
309524,164080C02500CO,226932
309525,164080C02600CO,226933
309526,164080C02700CO,226934
309527,164080C02800CO,226935
309528,164080C02900CO,226936
309529,164080C03000CO,226937
309530,164080C03100CO,226938
309531,164080C03200CO,226939
309532,164080C03300CO,226940
309533,164080C03400CO,226941
309534,164080C03500CO,226942
309535,164080C03600CO,226943
309536,164080C03700CO,226944
309537,164080C03800CO,226945
309538,164080C03900CO,226946
309539,164080C04000CO,226947
309540,164080C04100CO,226948
309541,164080C04200CO,226949
309542,164080C04300CO,226950
309554,130130A00100CO,226843
309555,130130A00200CO,226844
309557,130130A00400CO,226846
309558,130130A00500CO,226847
309560,130130A00700CO,226849
309561,130130A00800CO,226850
309562,130130A00900CO,226851
309563,130130A01000CO,226852
309564,130130A01100CO,226853
309565,130130A01200CO,226854
309567,130130A01400CO,226856
309568,130130A01500CO,226857
309569,130130A01600CO,226858
309571,130130A01800CO,226860
309572,130130A01900CO,226861
309573,130130A02000CO,226862
309574,130130A02100CO,226863
309575,130130A02200CO,226864
309577,130130A02400CO,226866
309578,130130A02500CO,226867
309579,130130A02600CO,226868
309581,130130A02800CO,226870
309582,130130A02900CO,226871
309583,130130A03000CO,226872
309584,130130A03100CO,226873
309585,130130A03200CO,226874
309587,130130A03400CO,226876
309703,081120B01600CO,226776
309704,081120B01700CO,226777
309705,081120B01800CO,226778
309706,081120B01900CO,226779
309707,081120B02000CO,226780
309708,081120B02100CO,226781
309709,081120B02200CO,226782
309710,081120B11600CO,226783
309711,081120B11700CO,226784
309713,081120B11800CO,226785
309714,081120B11900CO,226786
309715,081120B13000CO,226787
309716,081120B13300CO,226788
309717,081120B13400CO,226789
309718,081120B14000CO,226790
309719,081120B21600CO,226792
309720,081120B21700CO,226793
309721,081120B21800CO,226794
309722,081120B21900CO,226795
309723,081120B22000CO,226796
309724,081120B22100CO,226797
309725,081120B22200CO,226798
309726,081120B22300CO,226799
309727,081120B22500CO,226800
309728,081120B23000CO,226801
309729,081120B23100CO,226802
309730,081120B23200CO,226803
309731,081120B23300CO,226804
309732,081120B31600CO,226805
309733,081120B31700CO,226806
309734,081120B31800CO,226807
309735,081120B31900CO,226808
309736,081120B32000CO,226809
309737,081120B32100CO,226810
309738,081120B32200CO,226811
309739,081120B32300CO,226812
309740,081120B32500CO,226813
309741,081120B33000CO,226814
309742,081120B33100CO,226815
309743,081120B33200CO,226816
309744,081120B33300CO,226817
309745,081120B41800CO,226818
309746,081120B43000CO,226819
309798,092130B00100CO,227031
309799,092130B00200CO,227032
309803,117030H10400CO,227215
309804,117030H10500CO,227216
309805,117030H10600CO,227217
309806,117030H10700CO,227218
309807,117030H10800CO,227219
309808,117030H10900CO,227220
309809,117030H11000CO,227221
309810,117030H11100CO,227222
309811,117030H11200CO,227223
309812,117030H11300CO,227224
309813,117030H11400CO,227225
309814,117030H11500CO,227226
309815,117030H11600CO,227227
309816,117030H11700CO,227228
309817,117030H11800CO,227229
309818,117030H11900CO,227230
309819,117030H12000CO,227231
309820,117030H12100CO,227232
309821,117030H12200CO,227233
309822,117030H12300CO,227234
309823,117030H12400CO,227235
309824,117030H12500CO,227236
309825,117030H12600CO,227237
309826,117030H12700CO,227238
309827,117030H12800CO,227239
309828,117030H12900CO,227240
309829,117030H13000CO,227241
309830,117030H13100CO,227242
309831,117030H13200CO,227243
309832,117030H13300CO,227244
309833,117030H13400CO,227245
309834,117030H13500CO,227246
309835,117030H13700CO,227247
309836,117030H13900CO,227248
309837,117030H14100CO,227249
309838,117030H14300CO,227250
309839,117030H14500CO,227251
309840,117030H14700CO,227252
309841,117030H14900CO,227253
309842,117030H15100CO,227254
309843,117030H15300CO,227255
309844,117030H15500CO,227256
309845,117030H15700CO,227257
309846,117030H15900CO,227258
309847,117030H20400CO,227259
309848,117030H20500CO,227260
309849,117030H20600CO,227261
309850,117030H20700CO,227262
309851,117030H20800CO,227263
309852,117030H20900CO,227264
309853,117030H21000CO,227265
309854,117030H21100CO,227266
309855,117030H21200CO,227267
309856,117030H21300CO,227268
309857,117030H21400CO,227269
309858,117030H21500CO,227270
309859,117030H21600CO,227271
309860,117030H21700CO,227272
309861,117030H21800CO,227273
