parid,apn,acct
6961,02100007700,3888
6967,02100007800,3889
6969,02100008000,3891
6971,02100008002,3893
6981,02100008101,3894
6985,02100008400,3896
6986,02100008500,3897
6987,02100008600,3898
6991,01800004300,2910
6992,01800004400,2911
6996,01800004401,2912
7010,01800005400,2917
7012,01800005600,2919
7014,01800005700,2920
7016,01800005800,2921
7018,01811001500,3283
7019,01811001600,3284
7020,01811001700,3285
7021,01811001800,3286
7022,01811001900,3287
7023,01811002000,3288
7024,01811002100,3289
7025,01811002200,3290
7026,01811002300,3291
7027,01811002400,3292
7028,01811002500,3293
7029,01811002600,3294
7030,01811002700,3295
7031,01811002800,3296
7035,01811003200,3300
7037,01811003300,3301
7038,01811003400,3302
7039,01811003500,3303
7040,01811003600,3304
7041,01811003700,3305
7042,01811003800,3306
7043,01811003900,3307
7044,01811004000,3308
7045,01811004100,3309
7047,018120A00200CO,3383
7081,02100008800,3899
7085,02100008900,3900
7086,02100009000,3901
7087,02100009100,3902
7088,02100009200,3903
7091,02100009400,3905
7107,01800005900,2922
7111,01800006200,2923
7112,01800006300,2924
7114,01800006500,2926
7117,01800006700,2927
7120,01800006900,2929
7121,01800007000,2930
7127,01800007100,2931
7128,01800007200,2932
7129,01800007300,2933
7130,01800007400,2934
7131,01800007500,2935
7132,01800007600,2936
7133,01800007700,2937
7135,01800007800,2938
7137,018120A00300CO,3384
7138,018120A00400CO,3385
7139,018120A00500CO,3386
7140,018120A00600CO,3387
7141,018120A00700CO,3388
7142,018120A00800CO,3389
7143,018120A00900CO,3390
7144,018120A01000CO,3391
7145,018120A01100CO,3392
7146,018120A01200CO,3393
7147,018120A01300CO,3394
7148,018120A01400CO,3395
7149,018120A01500CO,3396
7150,018120A01600CO,3397
7151,018120A01700CO,3398
7152,018120A01800CO,3399
7153,018120A01900CO,3400
7154,018120A02000CO,3401
7155,018120A02100CO,3402
7156,018120A02200CO,3403
7157,018120A02300CO,3404
7158,018120A02400CO,3405
7159,018120A02500CO,3406
7160,018120A02600CO,3407
7161,018120A02700CO,3408
7162,018120A02800CO,3409
7163,018120A02900CO,3410
7164,018120A03000CO,3411
7165,018120A03100CO,3412
7166,018120A03200CO,3413
7167,018120A03300CO,3414
7173,01900001500,3660
7174,01900001600,3661
7177,01900001800,3662
7179,01900001900,3663
7181,01909000200,3664
7187,01913000100,3666
7188,01913000200,3667
7189,01913000300,3668
7190,01913000400,3669
7191,01913000500,3670
7192,01913000600,3671
7193,01913000700,3672
7194,01913000800,3673
7195,01913000900,3674
7196,01913001000,3675
7197,01913001100,3676
7198,01913001200,3677
7199,01913001300,3678
7220,02100012700,3938
7230,02100013800,3948
7233,01800007900,2939
7234,01800008000,2940
7236,01800008200,2942
7238,01800008300,2943
7243,01800008500,2944
7254,01800008800,2946
7257,01800008900,2947
7260,01800009100,2948
7261,018120A03400CO,3415
7262,018120A03500CO,3416
7263,018120A03600CO,3417
7265,018120A03700CO,3418
7266,018120A03800CO,3419
7267,018120A03900CO,3420
7268,018120A04000CO,3421
7269,018120A04100CO,3422
7270,018120A04200CO,3423
7271,018120A04300CO,3424
7272,018120A04400CO,3425
7274,018120A04600CO,3427
7275,018120A04700CO,3428
7276,018120A04800CO,3429
7277,018120A04900CO,3430
7278,018120A05000CO,3431
7279,018120A05100CO,3432
7280,018120A05200CO,3433
7281,018120A05300CO,3434
7282,018120A05400CO,3435
7283,018120A05500CO,3436
7284,018120B00100CO,3437
7285,018120B00200CO,3438
7286,018120B00300CO,3439
7287,018120B00400CO,3440
7288,01812000100,3310
7289,01812000200,3311
7290,01812000300,3312
7291,01812000400,3313
7292,01812000500,3314
7294,02300002400,4478
7298,02300002600,4480
7302,02300002800,4481
7319,02300003200,4484
7323,02400011100,4710
7324,02400011200,4711
7326,02400011400,4713
7327,02400011500,4714
7328,02400011600,4715
7333,02400012100,4717
7340,02400012600,4721
7341,02400012700,4722
7346,02400013000,4725
7347,02400013100,4726
7348,02400013200,4727
7352,02500018000,4956
7354,02500018300,4958
7358,02500018600,4961
7373,02500019800,201621
7380,02500020400,207806
7384,02200004100,4244
7385,02200004200,4245
7391,02200004700,4249
7394,02200005000,4251
7401,02200005200,4253
7404,02200005400,4255
7406,02200005501,4257
7407,02200005502,4258
7408,02200005600,4259
7409,02200005700,4260
7410,02200005900,4261
7413,02300003400,4485
7419,02300003800,4488
7425,02300004000,4490
7429,02300004200,4492
7437,02300004500,4494
7439,02300004700,4496
7449,02400014000,4734
7455,02400014300,4737
7459,02400014500,4739
7466,02400014800,4741
7470,02400015000,4743
7472,02500020600,209036
7474,02500020800,218209
7475,02500020900,219273
7476,02503000100,4972
7477,02503000200,4973
7479,02503000400,4975
7480,02503000500,4976
7481,02503000600,4977
7482,02503000700,4978
7483,02503000800,4979
7484,02503000900,4980
7485,02503001000,4981
7486,02503001100,4982
7488,02503001200,4983
7489,02503001300,4984
7490,02503001400,4985
7491,02503001500,4986
7493,02503001600,4987
7495,02503001700,4988
7500,02200006000,4262
7501,02200006100,4263
7504,02200006300,4265
7505,02200006400,4266
7509,02200006600,4268
7512,02200006800,4270
7513,02200006900,4271
7514,02200007000,4272
7515,02200007100,4273
7516,02200007200,4274
7517,02200007300,4275
7524,02200007601,4279
7525,02200007700,4280
7527,02300004900,4498
7528,02300005000,4499
7531,02300005100,4500
7536,02300005201,4502
7543,02300005500,4505
7544,02300005600,4506
7549,02300005900,4508
7552,02300006000,4509
7555,02400015100,4744
7558,02400015200,4745
7560,02400015300,4746
7561,02400015400,4747
7562,02400015500,4748
7563,02400015600,4749
7564,02400015800,4750
7566,02400016000,4752
7570,02400016200,4754
7571,02400016300,4755
7572,02400016400,4756
7573,02400016500,4757
7574,02400016700,4758
7576,02400016800,4759
7577,02400016900,4760
7578,02400017000,4761
7580,02400017400,4763
7583,02400017600,4765
7585,02400018000,4767
7588,02503002100,4991
7589,02503002200,4992
7590,02503002300,4993
7591,02503002400,4994
7592,02503002500,4995
7593,02503002600,4996
7595,02503002700,4997
7596,02503002800,4998
7597,02503002900,4999
7598,02503003000,5000
7600,02503003100,5001
7602,02503003300,210744
7603,02503003400,210745
7604,02503003500,210746
7608,02504000100,5003
7610,02504000200,5004
7611,02504000201,5005
7612,02504000202,5006
7613,02504000300,5007
7614,02504000400,5008
7615,02504000500,5009
7616,02200007800,4281
7617,02200007900,4282
7618,02200008000,4283
7620,02200008100,4284
7621,02200008200,4285
7645,02300006100,4510
7648,02300006200,4511
7651,02300006300,4512
7652,02300006400,4513
7655,02300006401,4514
7656,02300006500,4515
7657,02300006600,4516
7659,02300006800,4518
7660,02300006900,4519
7664,02300007100,4521
7666,02300007200,4522
7667,02300007300,4523
7668,02300007400,4524
7670,02300007500,4525
7673,02400018100,4768
7674,02400018200,4769
7681,02400018600,4773
7686,02400018800,4775
7687,02400018900,4776
7688,02400019000,4777
7689,02400019100,4778
7691,02400019300,4780
7694,02400019500,4782
7695,02400019600,4783
7696,02400019700,4784
7697,02400019800,4785
7702,02400020000,4787
7703,02400021000,4788
7704,02504000600,5010
7705,02504000700,5011
7707,02504000900,5013
7710,02504001100,5015
7711,02504001200,5016
7712,02504001300,5017
7713,02504001400,5018
7714,02504001500,5019
7715,02504001600,5020
7716,02504001700,5021
7717,02504001800,5022
7718,02504001900,5023
7720,02504002000,5024
7721,02504002100,5025
7722,02504002200,5026
7724,02504002300,5027
7726,02504002400,5028
7727,02504002500,5029
7728,02504002600,5030
7729,02504002700,5031
7730,02504002800,5032
7732,02504003100,5034
7734,02504003200,5035
7751,02200008500,4288
7763,02300007700,4527
7767,02300008100,4531
7769,02300008300,4533
7770,02300008400,4534
7771,02300008500,4535
7773,02300008700,4536
7774,02300008800,4537
7776,02300009000,4539
7781,02300009200,4541
7785,02300009400,4543
7791,02300009600,4545
7794,02400021100,4789
7795,02400021200,4790
7797,02400021400,4792
7799,02400021600,4794
7803,02400021900,4796
7804,02400022000,4797
7805,02400022100,4798
7808,02400022400,4801
7809,02400022500,4802
7810,02400022600,4803
7811,02400022700,4804
7813,02400022800,4805
7814,02400022900,4806
7819,02400023200,4809
7820,02400023300,4810
7822,02400023500,201619
7823,02400023600,205081
7825,02504003300,5036
7826,02504003400,5037
7827,02504003500,5038
7828,02504003600,5039
7829,02504003700,5040
7830,02504003800,5041
7831,02504003900,5042
7832,02504004000,5043
7833,02504004100,5044
7834,02504004200,5045
7835,02504004300,5046
7845,02504004800,5051
7846,02504004900,5052
7847,02504005000,5053
7848,02504005100,5054
7849,02504005200,5055
7850,02504005300,5056
7851,02504005400,5057
7852,02504005500,5058
7853,02504005600,5059
7854,02504005700,5060
7855,02504005800,5061
7856,02200009000,4292
7867,02200009200,4294
7871,02200009500,4295
7878,02200009900,4296
7881,02200010100,4298
7882,02200010200,4299
7885,02300009900,4548
7893,02300010300,4552
7894,02300010400,4553
7895,02300010500,4554
7896,02300010600,4555
7903,02300011100,4559
7905,02300011200,4560
7911,02300011500,4562
7917,02400023900,209068
7918,02400024000,209149
7919,02400024100,210752
7927,02500000100,4812
7930,02500000200,4813
7942,02100023600,4044
7948,02100023700,4045
7949,02100023800,4046
7950,02100023900,4047
7954,02100024200,4048
7955,02100024300,4049
7956,02100024400,4050
7959,02100024600,4052
7961,02100024700,4053
7963,02100024800,4054
7964,02100024900,4055
7965,02100025000,4056
7967,02100025200,4058
7969,02100025400,4060
7974,02200010400,4300
7975,02200010500,4301
7976,02200010600,4302
7977,02200010800,4303
7979,02200010803,4304
7982,02200010900,4305
7984,02200011000,4306
7985,02200011100,4307
7986,02200011200,4308
7988,02200011400,4309
7990,02200011500,4310
7996,02200012300,4315
7998,02200012600,4316
8000,02300011600,4563
8003,02300011800,4564
8005,02300011900,4565
8006,02300012000,4566
8007,02300012100,4567
8009,02300012200,4568
8011,02300012300,4569
8013,02300012400,4570
8014,02300012500,4571
8016,02300012600,4572
8018,02300012700,4573
8019,02300012800,4574
8020,02300012900,4575
8022,02300013000,4576
8026,02300013300,4579
8027,02300013400,4580
8029,02300013500,4581
8031,02500000700,4816
8040,02500000800,4817
8044,02500000900,4818
8050,02500001200,4821
8053,02500001300,4822
8058,02500001500,4824
8059,02100025500,4061
8060,02100025600,4062
8061,02100025700,4063
8062,02100025800,4064
8063,02100025900,4065
8064,02100026000,4066
8065,02100026100,4067
8066,02100026200,4068
8067,02100026300,4069
8068,02100026400,4070
8070,02100026500,4071
8072,02100026600,4072
8073,02100026700,4073
8080,02100027000,4076
8084,02100027200,4077
8086,02100027300,4078
8087,02100027400,4079
8088,02100027500,4080
8089,02100027600,4081
8090,02200012700,4317
8091,02200012800,4318
8092,02200012900,4319
8096,02200013100,4321
8097,02200013200,4322
8098,02200013300,4323
8099,02200013400,4324
8100,02200013500,4325
8103,02200013600,4326
8104,02200013700,4327
8111,02200014300,4331
8114,02200014500,4333
8115,02200014600,4334
8116,02200014700,4335
8122,02300013700,4583
8125,02300013900,4585
8128,02300014100,4587
8131,02300014300,4589
8133,02300014400,4590
8134,02300014500,4591
8135,02300014600,4592
8136,02300014700,4593
8137,02300014800,4594
8138,02300014900,4595
8139,02300015000,4596
8143,02300015300,4598
8145,02300015500,4600
8148,02300015700,4602
8152,02500001800,4826
8156,02500001900,4827
8157,02500002000,4828
8158,02500002100,4829
8160,02500002200,4830
8164,02500002300,4831
8165,02500002400,4832
8167,02500002501,4834
8168,02500002600,4835
8180,02100027800,4083
8181,02100027900,4084
8184,02100028000,4085
8185,02100028100,4086
8186,02100028200,4087
8188,02100028300,4088
8189,02100028400,4089
8190,02100028500,4090
8191,02100028600,4091
8193,02100028700,4092
8194,02100028800,4093
8195,02100028900,4094
8196,02100029000,4095
8197,02100029100,4096
8198,02100029200,4097
8199,02100029300,4098
8200,02100029400,4099
8201,02100029500,4100
8203,02100029600,4101
8205,02100029700,4102
8206,02100029800,4103
8207,02100029900,4104
8208,02100030000,4105
8209,02100030100,4106
8210,02200014900,4337
8212,02200015000,4338
8213,02200015100,4339
8215,02200015300,4340
8217,02200015400,4341
8223,02200015800,4345
8229,02200016100,4348
8235,02200016200,4349
8240,02300015900,201617
8241,02300016000,201618
8242,02300016100,205491
8243,02300016200,209148
8244,02300016300,211615
8245,02300016400,211961
8251,02400000200,4604
8253,02400000400,4606
8259,02400000600,4608
8260,02400000701,4609
8262,02400000800,4610
8263,02400000900,4611
8264,02400001000,4612
8275,02500003100,4838
8279,02500003300,4840
8283,02500003500,4842
8287,02500003501,4843
8289,02500003600,4844
8299,02100030200,4107
8301,02100030300,4108
8303,02100030500,4110
8304,02100030600,4111
8307,02100030800,4113
8308,02100030900,4114
8309,02100031000,4115
8313,02100031300,4118
8320,02100031800,4122
8326,02100032500,4128
8328,02100032600,4129
8329,02200016300,4350
8330,02200016400,4351
8333,02200016500,4352
8335,02200016600,4353
8342,02200016800,4354
8346,02200016900,4355
8353,02200017600,4360
8359,02200018200,4363
8360,02400001100,4613
8363,02400001200,4614
8364,02400001300,4615
8383,02400001800,4619
8384,02400001900,4620
8385,02400002000,4621
8397,02500004300,4849
8398,02500004400,4850
8405,02500004700,4852
8406,02500004800,4853
8407,02500004900,4854
8408,02500005000,4855
8412,02500005200,4857
8418,02500005500,4860
8420,02100032700,4130
8422,02100032800,4131
8424,02100032900,4132
8429,02100033100,4134
8430,02100033200,4135
8431,02100033300,4136
8432,02100033400,4137
8433,02100033500,4138
8435,02100033700,4140
8437,02100033900,4141
8438,02100034000,4142
8441,02100034200,4143
8442,02100034300,4144
8444,02100034400,4145
8449,02100034600,4146
8450,02200018300,4364
8451,02200018400,4365
8453,02200018500,4366
8455,02200018600,4367
8469,02200019500,4376
8471,02200019600,4377
8472,02200019700,4378
8476,02200019900,4380
8477,02200020000,4381
8478,02200020100,4382
8479,02200020200,4383
8482,02400002101,4623
8484,02400002200,4624
8488,02400002400,4626
8489,02400002500,4627
8490,02400002600,4628
8491,02400002700,4629
8492,02400002800,4630
8508,02400003500,4636
8509,02400003600,4637
8520,02500005900,4864
8527,02500006400,4869
8534,02500006700,4872
8535,02500006900,4873
8537,02500007000,4874
8539,02100034700,4147
8540,02100034800,4148
8541,02100034900,4149
8542,02100035000,4150
8543,02100035100,4151
8544,02100035200,4152
8546,02100035300,4153
8547,02100035400,4154
8548,02100035500,4155
8549,02100035600,4156
8550,02100035700,4157
8554,02100036100,4161
8555,02100036200,4162
8557,02100036400,4164
8559,02100036500,4165
8560,02100036600,4166
8561,02100036700,4167
8562,02100036800,4168
8563,02100036900,4169
8564,02100037000,4170
8565,02100037100,4171
8567,02100037200,4172
8568,02100037300,4173
8572,02200020500,4386
8573,02200020600,4387
8574,02200020700,4388
8575,02200020800,4389
8585,02200021800,4396
8594,02200022500,4402
8599,02400003700,4638
8607,02400003800,4639
8613,02400004000,4641
8614,02400004100,4642
8615,02400004200,4643
8621,02400004400,4645
8623,02400004500,4646
8624,02400004600,4647
8625,02400004700,4648
8627,02400004900,4649
8630,02500007001,4875
8633,02500007100,4876
8637,02500007200,4877
8638,02500007300,4878
8641,02500007600,4881
8645,02500008000,4884
8646,02500008100,4885
8648,02500008300,4887
8650,02500008500,4889
8652,02500008600,4890
8654,02500008700,4891
8655,02500008800,4892
8657,02500009000,4894
8658,02100037400,4174
8660,02100037500,4175
8661,02100037600,4176
8662,02100037700,4177
8663,02100037800,4178
8664,02100037900,4179
8665,02100038000,4180
8666,02100038100,4181
8667,02100038200,4182
8668,02100038300,4183
8669,02100038500,4184
8670,02100038600,4185
8672,02100038700,4186
8675,02100038800,4187
8677,02100039000,4189
8678,02100039100,4190
8680,02100039200,4191
8682,02100039300,4192
8683,02100039400,4193
8684,02100039500,4194
8685,02100039600,4195
8688,02200022900,4405
8696,02200023800,215654
8699,02200024100,219270
8700,02201000100,4409
8703,02201000400,4412
8704,02201000500,4413
8706,02201000600,4414
8708,02201000800,4416
8710,02202000100,4418
8714,02202000800,4422
8715,02202001000,4423
8716,02202001400,4424
8717,02202001500,4425
8719,02400005000,4650
8721,02400005100,4651
8722,02400005200,4652
8725,02400005400,4655
8730,02400005700,4658
8731,02400005800,4659
8736,02400006000,4661
8752,02500009400,4897
8754,02500009500,4898
8757,02500009700,4899
8762,02500009800,4900
8764,02500009900,4901
8767,02500010000,4902
8768,02500010100,4903
8771,02500010200,4904
8772,02500010300,4905
8774,02500010500,4906
8775,02500010600,4907
8781,02100040100,209146
8782,02104000100,4199
8783,02104000200,4200
8784,02104000300,4201
8801,02200000400,4211
8802,02200000600,4212
8804,02200000800,4214
8805,02200000900,4215
8806,02202001600,4426
8807,02202001700,4427
8808,02202001800,4428
8809,02202001900,4429
8810,02202002000,4430
8811,02202002100,4431
8812,02202002200,4432
8813,02202002300,4433
8814,02202002400,4434
8815,02202002500,4435
8816,02202002600,4436
8817,02202002700,4437
8818,02202002800,4438
8819,02202002900,4439
8820,02202003000,4440
8821,02202003100,4441
8822,02202003200,4442
8823,02202003300,4443
8824,02202003400,4444
8825,02202003500,4445
8826,02202003600,4446
8827,02202003700,4447
8828,02202003800,4448
8829,02202003900,4449
8830,02202004000,4450
8831,02202004100,4451
8832,02202004200,4452
8833,02202004300,4453
8834,02202004400,4454
8835,02202004500,4455
8836,02202004600,4456
8837,02202004700,4457
8840,02400006400,4665
8844,02400006500,4666
8854,02400006800,4668
8858,02400007000,4670
8862,02400007200,4672
8866,02400007201,4673
8868,02500010700,4908
8874,02500012900,4911
8875,02500013000,4912
8877,02500013100,4913
8879,02500013200,4914
8883,02500013300,4915
8889,02500013700,4918
8899,02200001200,4217
8905,02200001500,4220
8907,02200001800,4222
8911,02200002000,4224
8912,02200002100,4225
8913,02200002200,4226
8914,02200002300,4227
8915,02200002400,4228
8916,02200002500,4229
8918,02200002600,4230
8923,02200002800,4232
8924,02200002900,4233
8925,02202004800,201594
8926,02202004900,201595
8927,02202005000,201596
8928,02202005100,201597
8929,02202005200,201598
8930,02202005300,201599
8931,02202005400,201600
8932,02202005500,201601
8933,02202005600,201602
8934,02202005700,201603
8935,02202005800,201604
8936,02202005900,201605
8937,02202006000,201606
8938,02202006100,201607
8939,02202006200,201608
8940,02202006300,201609
8941,02202006400,201610
8942,02202006500,201611
8943,02202006600,201612
8944,02202006700,201613
8945,02202006800,201614
8946,02202006900,201615
8947,02300000100,4458
8952,02300000500,4459
8955,02300000800,4462
8956,02400007202,4674
8957,02400007300,4675
8958,02400007400,4676
8964,02400007600,4678
8965,02400007700,4679
8966,02400007800,4680
8970,02400007900,4681
8971,02400008000,4682
8972,02400008100,4683
8974,02400008200,4684
8976,02400008300,4685
8981,02400008500,4687
8984,02400008700,4689
8987,02500014200,4921
8988,02500014300,4922
8992,02500014600,4924
8994,02500014700,4925
8997,02500014900,4927
9004,02500015200,4929
9012,02500015500,4931
9015,02200003000,4234
9031,02200003200,4236
9032,02200003300,4237
9033,02200003400,4238
9034,02200003500,4239
9036,02200003700,4241
9041,02200004000,4243
9045,02300000900,4463
9046,02300001000,4464
9049,02300001300,4467
9050,02300001400,4468
9052,02300001500,4469
9057,02300001600,4470
9058,02300001700,4471
9060,02300001800,4472
9063,02300002000,4474
9064,02300002100,4475
9071,02300002200,4476
9073,02400008800,4690
9074,02400008900,4691
9075,02400009000,4692
9077,02400009200,4694
9078,02400009400,4695
9079,02400009500,4696
9080,02400009600,4697
9081,02400009700,4698
9082,02400009900,4699
9084,02400010100,4701
9086,02400010200,4702
9087,02400010300,4703
9088,02400010400,4704
9090,02400010500,4705
9094,02400010800,4708
9101,02500015700,4933
9102,02500015800,4934
9105,02500016100,4937
9108,02500016300,4939
9109,02500016400,4940
9110,02500016500,4941
9112,02500016600,4942
9116,02500016900,4945
9117,02500017000,4946
9118,02500017100,4947
9120,02500017300,4949
9121,02500017400,4950
9122,02500017500,4951
9123,02500017600,4952
9126,02500017800,4954
9131,02500017900,4955
9133,02600012100,5566
9135,02600012200,5567
9137,02600012300,5568
9139,02600012400,5569
9149,02600012800,5571
9150,02600012900,5572
9162,02605009900,5830
9163,02605010000,5831
9164,02605010100,5832
9166,02605010200,5833
9169,02605010400,5834
9174,02605010700,5835
9177,02605010800,5836
9191,02607009600,6095
9193,02607009700,6096
9195,02607009800,6097
9197,02607009900,6098
9199,02607010000,6099
9201,02607010100,6100
9203,02607010200,6101
9205,02607010300,6102
9207,02607010400,6103
9209,02607010500,6104
9211,02607010600,6105
9213,02607010700,6106
9215,02607010800,6107
9217,02607010900,6108
9219,02512006800,5330
9220,02512006900,5331
9221,02512007000,5332
9222,02512007100,5333
9223,02512007200,5334
9224,02512007300,5335
9225,02512007400,5336
9226,02512007500,5337
9227,02512007600,5338
9228,02512007700,5339
9229,02512007800,5340
9230,02512007900,5341
9231,02512008100,5342
9232,02512008200,5343
9233,02512008300,5344
9234,02512008400,5345
9235,02512008500,5346
9236,02512008600,5347
9237,02512008700,5348
9240,02512008900,215818
9241,02514000100,5350
9242,02514000200,5351
9243,02514000300,5352
9244,02514000400,5353
9245,02514000500,5354
9246,02514000600,5355
9247,02514000800,5356
9248,02514000900,5357
9249,02514001000,5358
9253,02600013600,5579
9274,02600014600,5588
9278,02600014800,5590
9279,02605011100,5839
9280,02605011200,5840
9281,02605011300,5841
9283,02605011500,5842
9286,02605011700,5843
9288,02605011900,5845
9296,02605012300,5846
9297,02605012500,5847
9303,02605012800,5848
9306,02605012900,5849
9310,02607011000,6109
9312,02607011100,6110
9314,02607011200,6111
9316,02607011300,6112
9318,02607011400,6113
9320,02607011500,6114
9321,02607011600,6115
9322,02607011700,6116
9323,02607011800,6117
9324,02607011900,6118
9325,02607012000,6119
9326,02607012100,6120
9327,02607012200,6121
9328,02607012300,6122
9329,02607012400,6123
9330,02607012500,6124
9331,02607012600,6125
9332,02607012700,6126
9333,02607012800,6127
9334,02607012900,6128
9335,02607013000,6129
9336,02607013100,6130
9337,02607013200,6131
9338,02607013300,6132
9339,02607013400,6133
9340,02514001100,5359
9341,02514001200,5360
9342,02514001300,5361
9343,02514001400,5362
9344,02514001500,5363
9345,02514001600,5364
9346,02514001700,5365
9347,02514001800,5366
9348,02514001900,5367
9349,02514002000,5368
9350,02514002100,5369
9351,02515000100,5370
9356,02515000400,5372
9357,02515000500,5373
9358,02515000600,5374
9359,02515000700,5375
9360,02515000800,5376
9361,02515000900,5377
9364,02515001100,5378
9365,02515001200,5379
9367,02515001400,5381
9368,02515001500,5382
9369,02515001600,5383
9371,02600015000,5592
9373,02600015100,5593
9379,02600015300,5595
9380,02600015500,201628
9382,02600015700,209151
9383,02600015800,209152
9384,02600015900,209153
9385,02600016000,209154
9387,02600016100,213808
9388,02600016200,215819
9390,02600016300,215820
9397,02601000100,5596
9400,02605013300,5852
9401,02605013400,5853
9404,02605013500,5854
9408,02605013700,5856
9410,02605013800,5857
9412,026060A00100CO,5973
9413,026060A00200CO,5974
9414,026060A00300CO,5975
9415,026060A00400CO,5976
9416,026060A00500CO,5977
9417,026060A00600CO,5978
9418,026060A00700CO,5979
9419,026060A00800CO,5980
9420,026060A00900CO,5981
9421,026060A01000CO,5982
9423,026060A01100CO,5983
9425,026060A01200CO,5984
9427,026060A01300CO,5985
9429,02607013500,6134
9430,02607013600,6135
9431,02607013700,6136
9432,02607013800,6137
9433,02607013900,6138
9434,02607014000,6139
9435,02607014100,6140
9436,02607014200,6141
9437,02607014300,6142
9438,02607014400,6143
9439,02607014500,6144
9440,02607014600,6145
9441,02607014700,6146
9442,02607014800,6147
9443,02607014900,6148
9444,02607015000,6149
9445,02607015100,6150
9446,02607015200,6151
9447,02607015300,6152
9448,02607015400,6153
9449,02607015500,6154
9450,02607015600,6155
9451,02607015700,6156
9452,02607015800,6157
9453,02607015900,6158
9454,02607016000,6159
9455,02607016100,6160
9456,02607016200,6161
9457,02607016300,6162
9458,02607016400,6163
9459,02515001700,5384
9460,02515001800,5385
9461,02515001900,5386
9462,02515002000,5387
9463,02515002100,5388
9464,02515002200,5389
9465,02515002300,5390
9466,02515002400,5391
9467,02515002500,5392
9468,02515002600,5393
9469,02515002700,5394
9470,02515002800,5395
9471,02515002900,5396
9472,02515003000,5397
9473,02515003100,5398
9474,02515003200,5399
9475,02515003300,5400
9480,02515003500,5401
9481,02515003600,5402
9482,02515003700,5403
9483,02515003800,5404
9484,02515003900,5405
9485,02515004000,5406
9486,02515004100,5407
9504,02601000400,5599
9518,02601000800,5601
9519,026060A01400CO,5986
9521,026060A01500CO,5987
9523,026060A01600CO,5988
9525,026060A01700CO,5989
9527,026060A01800CO,5990
9529,026060A01900CO,5991
9531,026060A02000CO,5992
9533,026060A02100CO,5993
9535,026060A02200CO,5994
9537,026060A02300CO,5995
9539,026060A02400CO,5996
9541,026060A02500CO,5997
9543,026060A02600CO,5998
9545,02607016500,6164
9546,02607016600,6165
9547,02607016700,6166
9548,02607016800,6167
9549,02607016900,6168
9550,02607017000,6169
9551,02607017100,6170
9552,02607017200,6171
9553,02607017300,6172
9554,02607017400,6173
9555,02607017500,6174
9556,02607017600,6175
9557,02607017700,6176
9558,02607017800,6177
9559,02607017900,6178
9560,02607018000,6179
9561,02607018100,6180
9562,02607018200,6181
9563,02607018300,6182
9564,02607018400,6183
9565,02607018500,6184
9566,02607018600,6185
9567,02607018700,6186
9568,02607018800,6187
9569,02607018900,6188
9570,02607019000,6189
9571,02607019100,6190
9572,02607019200,6191
9573,02607019300,6192
9574,02607019400,6193
9575,02607019500,6194
9576,02515004400,5410
9578,02516000100,5411
9579,02516000200,5412
9580,02516000300,5413
9581,02516000400,5414
9583,02516000600,5416
9584,02516000700,5417
9585,02516000800,5418
9586,02516000900,5419
9587,02516001000,5420
9588,02516001100,5421
9589,02516001200,5422
9590,02516001300,5423
9591,02516001400,5424
9592,02516001500,5425
9593,02516001600,5426
9594,02516001700,5427
9595,02516001800,5428
9596,02516001900,5429
9598,02516002100,5431
9600,02516002300,5433
9601,02516002400,5434
9602,02516002500,5435
9603,02516002600,5436
9604,02516002700,5437
9605,02516002800,5438
9606,02516002900,5439
9607,02516003000,5440
9609,02601000900,5602
9612,02601001200,5605
9613,02601001300,5606
9614,02601001400,5607
9615,02601001500,5608
9616,02601001900,5609
9618,02601002200,5611
9619,02601002300,5612
9620,02601002400,5613
9623,02601002700,5616
9624,02601002800,5617
9628,02601003000,5619
9630,02601003300,5621
9631,02601003400,5622
9633,02601003600,5624
9634,02601003700,5625
9641,026060A02900CO,6001
9642,026060A03000CO,6002
9643,026060A03100CO,6003
9644,026060A03200CO,6004
9645,026060A03300CO,6005
9646,026060A03400CO,6006
9647,026060A03500CO,6007
9648,026060A03600CO,6008
9649,026060A03700CO,6009
9650,026060A03800CO,6010
9651,026060A03900CO,6011
9655,026060A04200CO,215823
9656,026060A04300CO,215824
9657,026060A04400CO,215825
9658,026060A04500CO,215826
9659,026060A04600CO,215827
9660,026060A04700CO,215828
9661,026060A04800CO,215829
9662,026060A04900CO,215830
9663,026060A05000CO,215831
9664,02607019600,6195
9667,02607019700,6196
9669,02607019800,6197
9671,02607019900,6198
9673,02607020100,6199
9675,026090A00100CO,6287
9679,026090A00200CO,6288
9683,026090A00300CO,6289
9687,026090A00400CO,6290
9691,026090A00500CO,6291
9694,02516003100,5441
9695,02516003200,5442
9696,02516003300,5443
9697,02516003400,5444
9698,02516003500,5445
9699,02516003600,5446
9700,02516003700,5447
9701,02516003800,5448
9703,02516004000,5450
9704,02516004100,5451
9705,02516004200,5452
9706,02516004300,5453
9707,02516004400,5454
9708,02516004500,5455
9709,02516004600,5456
9710,02516004700,5457
9711,02516004800,5458
9713,02516005000,5460
9715,02516005100,5461
9716,02516005200,5462
9717,02516005300,5463
9718,02516005400,5464
9719,02516005500,5465
9720,02516005600,5466
9721,02516005700,5467
9722,02516005800,5468
9724,02516005900,5469
9729,02601004400,5629
9730,02601004500,5630
9732,02601004700,5632
9733,02601004800,5633
